Active or Inactive Business,Tax Type,Retail Permit Number,Consolidated Number,Name of Business,Address of the Business,State,County Name,Registration County Number,Business Location County Number,Department City Code,City Location of Business,Business Zip Code,NAICS code,Description of type of NAICS code,Date Permit was Issued,Date Permit was Cancelled
Inactive,Retail Sales,127004775,,"HATFIELD, JACQUELINE R; HATFIELD,JACQUELINE R",26153 LINEVILLE RD,IA,Decatur,27.0,27,2.0,LEON,50144-2838,4461.0,Health and Personal Care Stores,2017-01-01T00:00:00.000,2018-12-31T00:00:00.000
Inactive,Retail Sales,148006524,,"PLOWMAN, JAMES E; PARKVIEW PUB & GRUB",1175 COURT AVE,IA,Iowa,48.0,48,1.0,MARENGO,52301-0000,7225.0,Restaurants and Other Eating Places,2018-11-01T00:00:00.000,2019-03-31T00:00:00.000
Active,Retail Sales,S00311731,S00311731,WHATNOT EUROPE LTD,BLOCK C 77 SIR JOHN ROGERSONS QUA,,,0.0,0,,DUBLIN,D02 V-K60,,,2022-12-29T00:00:00.000,
Inactive,Retail Sales,160004421,,"VAN OORT, MARCIA G; PRAIRIE MUSING",2472 GRANT AVE,IA,Lyon,60.0,60,3.0,DOON,51235-8046,459130.0,"Sewing, Needlework, and Piece Goods Retailers",2006-05-01T00:00:00.000,2020-01-01T00:00:00.000
Active,Retail Sales,152006111,,NORTH LIBERTY CITY OF,5 E CHERRY ST,IA,Johnson,52.0,52,8.0,NORTH LIBERTY,52317-0077,2213.0,"Water, Sewage and Other Systems",1971-05-01T00:00:00.000,
Active,Retail Sales,308701724,308701724,"PORTER, BAILEY M",1294 PULLMAN PL,IA,Boone,8.0,8,1.0,BOONE,50036-7512,722511.0,Full-Service Restaurants,2025-12-08T00:00:00.000,
Active,Remote Sales,200185412,200185412,"CJP SAFE LLC, RILCO SAFETY SUPPL",2611 STATE ST,IA,Scott,82.0,82,2.0,BETTENDORF,52722-5207,,,2021-11-01T00:00:00.000,
Active,Retail Sales,304100427,304100427,"J J INVESTMENTS LLC; JONES, JACQUELINE D",4521 S TRIBBEY TRL,SD,,0.0,0,,SIOUX FALLS,57106-1986,,,2024-08-01T00:00:00.000,
Active,Retail Sales,182043167,7993,MIDWEST WHEEL COMPANIES INC,8502 NORTHWEST BLVD,IA,Scott,77.0,82,1.0,DAVENPORT,52806-6415,423850.0,Service Establishment Equipment and Supplies Merchant Wholesalers,2012-10-01T00:00:00.000,
Active,Retail Sales,107042035,,"INGERSOLL, GARY L; INGERSOLL,GARY L",4124 THRSHER CT UNIT 313,IA,Black Hawk,7.0,7,2.0,CEDAR FALLS,50613-1781,54192.0,Photographic Services,2017-08-01T00:00:00.000,
Active,Retail Sales,130008809,,MILFORD ELECTRIC II INC,502 13TH ST,IA,Dickinson,30.0,30,1.0,MILFORD,51351-1418,238210.0,Electrical Contractors and Other Wiring Installation Contractors,2008-10-01T00:00:00.000,
Active,Remote Sales,200182338,200182338,"CANATURE WATERGROUP USA INC, CANATURE WATERGROUP",855 PARK ST,SK,,0.0,0,,REGINA,S4N6M-1,4237.0,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",2019-01-01T00:00:00.000,
Active,Retail Sales,154005496,,B & L WELDING INC,110 S VINE ST,IA,Keokuk,54.0,54,11.0,KESWICK,50136-1020,238120.0,Structural Steel and Precast Concrete Contractors,1998-01-01T00:00:00.000,
Inactive,Retail Sales,685508511,,"GAUSS, MICHAEL J; GAUSS,MICHAEL J",5325 FREDERIKSEN CT,IA,Story,85.0,85,1.0,AMES,50010-0000,,,2004-01-26T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,306101724,306101624,"XTREME XTERIORS, LLC.; XTREME XTERIORS",26940 S SD HIGHWAY 17,SD,,0.0,0,,SIOUX FALLS,57106-8022,236118.0,Residential Remodelers,2025-03-17T00:00:00.000,
Active,Retail Sales,100013344,5495,"MAURICES INCORPORATED, MAURICES 3000",425 W SUPERIOR ST,MN,,0.0,0,,DULUTH,55802-2625,458110.0,Clothing and Clothing Accessories Retailers,2020-12-01T00:00:00.000,
Active,Retail Sales,125015997,,ELIZABETH BOLTEN STUDIO,1865 SE FLORENCE DR,IA,Dallas,25.0,25,6.0,WAUKEE,50263-8357,459130.0,"Sewing, Needlework, and Piece Goods Retailers",2020-07-07T00:00:00.000,
Inactive,Retail Sales,150013491,,UTECH CHIROPRACTIC PC,6078 HIGHWAY T38 N,IA,,50.0,50,,GRINNELL,50112-7626,621310.0,Offices of Chiropractors,2018-11-01T00:00:00.000,2019-09-30T00:00:00.000
Inactive,Retail Sales,177117331,,"ORCUTT, KRISTINE L; COLBY AVE THERAPY GARDENS REFLEX",6435 COLBY AVE,IA,Polk,77.0,77,6.0,WINDSOR HEIGHTS,50324-1825,6213.0,Offices of Other Health Practitioners,2011-08-01T00:00:00.000,2023-09-30T00:00:00.000
Active,Remote Sales,200167475,200167475,IMPLANT PARTNERS LLC,5677 AIRLINE RD,TN,,0.0,0,,ARLINGTON,38002-9501,,,2014-01-10T00:00:00.000,
Active,Remote Sales,305502312,305502312,BROADCARE INTERNATIONAL LIMITED,PO BOX 71065 NEWMARKET SOUTH,ON,,0.0,0,,NEWMARKET,L3X1Y-8,,,2022-06-30T00:00:00.000,
Inactive,Retail Sales,303805516,303805416,"IOWA HOSE COMPANY LLC, PIRTEK CEDAR RAPIDS",350 PARK TER SE,IA,Linn,57.0,57,1.0,CEDAR RAPIDS,52403-2820,811310.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Main,2022-02-28T00:00:00.000,2022-03-02T00:00:00.000
Active,Retail Sales,185022142,,"NEHRING, ASHLEY L; NEHRING,ASHLEY L",1614 S KELLOGG AVE STE 111,IA,,85.0,8,,AMES,50014-0000,8121.0,Personal Care Services,2016-03-01T00:00:00.000,
Active,Retail Sales,303906326,303906226,"KLUCK, KAITLYN I; HOME",2252 INDY DR,IA,Dubuque,31.0,31,6.0,ASBURY,52002-8218,812910.0,Pet Care (except Veterinary) Services,2024-08-15T00:00:00.000,
Active,Retail Sales,146005065,,R & L REPAIR INC,4 BERKHIMER DR,IA,Humboldt,46.0,46,1.0,HUMBOLDT,50548-8700,1111.0,Oilseed and Grain Farming,2013-01-01T00:00:00.000,
Active,Consumer Use,957004465,957004465,"MORIO ENDODONTICS PLLC, APEX ENDODONTICS PLLC",1395 BOYSON RD,IA,Linn,57.0,57,5.0,HIAWATHA,52233-2210,621210.0,Offices of Dentists,2018-05-01T00:00:00.000,
Active,Retail Sales,309307210,309307210,MOLLIE LOGAN PHOTOGRAPHY LLC,32 SE BOOTH AVE,IA,Dallas,25.0,25,6.0,WAUKEE,50263-8688,541921.0,"Photography Studios, Portrait",2021-11-01T00:00:00.000,
Active,Retail Sales,306601720,306601720,"VINYL ADDICTIONZ, LLC",807 8TH ST SE,IA,Cerro Gordo,17.0,17,1.0,MASON CITY,50401-5226,323113.0,Commercial Screen Printing,2025-05-01T00:00:00.000,
Active,Retail Sales,300003137,300003037,WILLOW MAE LLC,221 2ND ST,IA,Crawford,24.0,24,13.0,WESTSIDE,51467-7576,458110.0,Clothing and Clothing Accessories Retailers,2026-03-01T00:00:00.000,
Inactive,Retail Sales,686516807,,MAYO FARM INC,1140 W 4TH ST,IA,Tama,0.0,86,1.0,TAMA,52339-0000,112210.0,Hog and Pig Farming,2010-07-15T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Consumer Use,997002708,997002708,"PRESTIGE AUTO BODY INC, PRESTIGE COLLISION REPAIR CENT",524 CHAMBERS ST,IA,Woodbury,97.0,97,1.0,SIOUX CITY,51101-2128,8111.0,Automotive Repair and Maintenance,2018-08-24T00:00:00.000,2022-06-30T00:00:00.000
Active,Retail Sales,303409626,303409626,CITYWALK EATERY LLC,125 18TH AVE,IA,Linn,57.0,57,5.0,HIAWATHA,52233-2038,722511.0,Full-Service Restaurants,2024-08-31T00:00:00.000,
Inactive,Retail Sales,S00271615,S00271615,"MEMORY LANE; RUDDOCK, KEN",2080 MARKET STREET,PA,,0.0,0,,AUBURN,17922,459120.0,"Hobby, Toy, and Game Retailers",2022-05-16T00:00:00.000,2022-05-16T00:00:00.000
Active,Retail Sales,303604828,303604728,"SEE ENTERPRISES LLC, THE LUXURY PERGOLA",17437 CAREY RD # 285,IN,,0.0,0,,WESTFIELD,46074-9439,339999.0,All Other Miscellaneous Manufacturing,2024-07-01T00:00:00.000,
Active,Retail Sales,309900529,309900429,"NORTH AMERICAN RAIL PRODUCTS LLC, MUSCATINE",2510 PETTIBONE AVE,IA,Muscatine,0.0,70,1.0,MUSCATINE,52761-9137,336510.0,Railroad Rolling Stock Manufacturing,2026-02-23T00:00:00.000,
Active,Retail Sales,177105317,,"CENTRAL IOWA EYE ASSOCIATES PC, DES MOINES EYE CARE",2600 GRAND AVE STE 202,IA,Polk,77.0,77,1.0,DES MOINES,50312-5300,621320.0,Offices of Optometrists,2004-07-12T00:00:00.000,
Active,Retail Sales,152026988,,MARK RUSSO KITCHEN & BATH DESI,614 CLARK ST,IA,Johnson,52.0,52,1.0,IOWA CITY,52240-5618,337.0,Furniture and Related Product Manufacturing,2020-01-01T00:00:00.000,
Active,Retail Sales,100015620,,MEDIA RESOURCES USA INC,3542 PINEVILLE ROCK HILL SC HWY 51,SC,,78.0,0,,FORT MILL,29715-0000,5418.0,"Advertising, Public Relations, and Related Services",2021-08-01T00:00:00.000,
Active,Retail Sales,304405128,304405128,"ENEWTON DESIGN, LLC",4597 WIEUCA RD NE,GA,,0.0,0,,ATLANTA,30342-3358,,,2024-12-01T00:00:00.000,
Inactive,Retail Sales,304706812,304706712,HAVLIKS CLASSIC CARS,1625 WEST POST RD,IA,Linn,57.0,57,1.0,CEDAR RAPIDS,52404-0000,,,2022-01-01T00:00:00.000,2022-01-01T00:00:00.000
Active,Retail Sales,107043466,,"JONES, BROOKE T; JONES,BROOKE T",555 CAROLINA AVE,IA,Black Hawk,7.0,7,1.0,WATERLOO,50702-3709,711510.0,"Independent Artists, Writers, and Performers",2021-06-01T00:00:00.000,
Active,Retail Sales,304607427,304607327,"BS GARAGE COOLER CO., IOWA",515 W NORTHUMBERLAND ST BLDG 1,IA,Lucas,59.0,59,2.0,RUSSELL,50238-1031,,,2024-10-29T00:00:00.000,
Active,Retail Sales,303108223,303108223,"STANBERG, TONYA A",510 3RD AVE S,IA,Humboldt,46.0,46,1.0,HUMBOLDT,50548-2126,,,2024-01-01T00:00:00.000,
Active,Retail Sales,300703820,300703620,"OSKALOOSA BUDGET INN LLC, OSKALOOSA BUDGET INN, L.L.C.",1210 A AVE E,IA,Mahaska,62.0,62,1.0,OSKALOOSA,52577-4238,721110.0,Hotels (except Casino Hotels) and Motels,2023-07-01T00:00:00.000,
Active,Remote Sales,200179260,200179260,"HALL, PENNY",4223 NEBRASKA AVE,NE,,0.0,0,,OMAHA,68111-1055,,,2018-03-01T00:00:00.000,
Inactive,Retail Sales,672511698,,"CROATT BROTHERS, CROATT BROTHERS PTNRSHP",5251 160TH ST,IA,Osceola,72.0,72,1.0,SIBLEY,51249-7540,1119.0,Other Crop Farming,2007-03-23T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,S00103244,S00103244,TOWER PADDLE BOARDS,1010 SANTA CLARA PL,CA,,0.0,0,,SAN DIEGO,92109-7227,459120.0,"Hobby, Toy, and Game Retailers",2019-01-24T00:00:00.000,2024-04-30T00:00:00.000
Active,Retail Sales,300307132,300307132,PLC LAWN AND LANDSCAPING LLC,1120 9TH AVE,IA,Pottawattamie,78.0,78,1.0,COUNCIL BLUFFS,51501-6233,561730.0,Landscaping Services,2026-04-01T00:00:00.000,
Active,Retail Sales,306706629,306706529,"THE PUBLIC HORTICULTURE COMPANY, TPHC",1128 RIVERVIEW DR,IA,Polk,77.0,77,1.0,DES MOINES,50313-3214,541490.0,Other Specialized Design Services,2025-05-07T00:00:00.000,
Active,Retail Sales,107035446,,"WITT, JEFFREY K; JEFF WITT PHOTORAPHY",6721 WATTERS RD,IA,Black Hawk,7.0,7,5.0,HUDSON,50643-2503,423410.0,Photographic Equipment and Supplies Merchant Wholesalers,2002-01-01T00:00:00.000,
Active,Retail Sales,305509620,305509620,"PREMIER POOL SERVICE; SHANDY SERVICE, LLC",6516 NW BEAVER DR,IA,Polk,77.0,77,16.0,JOHNSTON,50131-1307,811412.0,Appliance Repair and Maintenance,2025-02-01T00:00:00.000,
Active,Retail Sales,109005165,6316,"KWIK TRIP INC, KWIK TRIP, INC., KWIK STAR 707",400 E BREMER AVE,IA,Bremer,0.0,9,1.0,WAVERLY,50677-3534,445131.0,Convenience Retailers,1985-04-01T00:00:00.000,
Inactive,Retail Sales,100008224,,ID LOGISTICS US INC,7650 W COURTNEY CAMPBELL STE 1200,FL,,33.0,0,,TAMPA,33607-0000,459110.0,Sporting Goods Retailers,2019-12-11T00:00:00.000,2021-06-30T00:00:00.000
Active,Retail Sales,307209221,303501328,"PARK STREET DIRECT OF CA LLC; PARK STREET DIRECT OF CA, LLC",2747 AND 2731 NAPA VALLEY CORPORATE DRIVE,CA,,0.0,0,,NAPA,94558-6216,312130.0,Wineries,2025-06-13T00:00:00.000,
Inactive,Retail Sales,302904012,302904012,"ZIVA'S GOODS; CLAUSSEN, KYLA L",PO BOX 342,IL,,0.0,0,,BENSON,61516-0342,,,2021-12-01T00:00:00.000,2023-12-15T00:00:00.000
Active,Retail Sales,309005229,309005129,"LEEBROWN LLC, TRUBARBERSHOP IC, TRUBARBERSHOP",201 S CLINTON ST STE 131,IA,Johnson,52.0,52,1.0,IOWA CITY,52240-4036,812111.0,Barber Shops,2026-01-01T00:00:00.000,
Inactive,Retail Sales,107038908,,"WOLF, JANET E; RJW ENTERPRISE",228 CRESTVIEW AVE,IA,Black Hawk,7.0,7,1.0,WATERLOO,50701-4920,812310.0,Coin-Operated Laundries and Drycleaners,2009-09-01T00:00:00.000,2022-07-11T00:00:00.000
Active,Retail Sales,S00342322,S00342322,COMFRT LLC,382 NE 191ST ST,FL,,0.0,0,,MIAMI,33179-3899,458110.0,Clothing and Clothing Accessories Retailers,2023-12-29T00:00:00.000,
Active,Retail Sales,307100912,307100912,"CB CUSTOM, CB CUSTOM LLC",2087 HEATHER AVE,IA,Franklin,35.0,35,9.0,LATIMER,50452-7524,115115.0,Farm Labor Contractors and Crew Leaders,2023-09-01T00:00:00.000,
Active,Retail Sales,175008953,,SIOUXLAND RHINO LININGS INC,122 PLYMOUTH ST SW,IA,Plymouth,75.0,75,1.0,LEMARS,51031-3526,4539.0,Other Miscellaneous Store Retailers,2019-04-01T00:00:00.000,
Active,Retail Sales,177130221,,SUBLIME ONLINE LLC,240 58TH ST,IA,Polk,77.0,77,1.0,DES MOINES,50312-1504,4481.0,Clothing Stores,2019-08-01T00:00:00.000,
Active,Retail Sales,307008317,307008217,"TRIPLE PLAY VENTURES LLC, 1",51 ST ANDREWS WAY,IA,Sioux,84.0,84,6.0,SIOUX CENTER,51250-2955,532112.0,Passenger Car Leasing,2022-11-22T00:00:00.000,
Active,Retail Sales,138003938,,"WICAL, STEVEN; WICAL,STEVEN",24211 DIAGONAL RD,IA,Grundy,38.0,38,1.0,GRUNDY CENTER,50638-8582,424910.0,Farm Supplies Merchant Wholesalers,1990-07-01T00:00:00.000,
Active,Retail Sales,125015607,,SNAPPYS STICK FIRE BBQ LLC,800 SHELBY DR,IA,Dallas,25.0,25,2.0,ADEL,50003-2205,7223.0,Special Food Services,2019-04-05T00:00:00.000,
Active,Retail Sales,300001335,300001235,"GALLAGHER, MARY; MIRROR SALON",406 SW 9TH ST APT 230,IA,Polk,28.0,77,1.0,DES MOINES,50309-4549,812112.0,Beauty Salons,2026-01-01T00:00:00.000,
Active,Retail Sales,306103319,306103219,"MOVISTA INC, MOVISTA",406 SE 5TH ST STE 12,AR,,0.0,0,,BENTONVILLE,72712-6138,541511.0,Custom Computer Programming Services,2022-01-01T00:00:00.000,
Inactive,Remote Sales,200154918,200154918,ELEASE,538 1ST AVE N,FL,,0.0,0,,SAINT PETERSBURG,33701-3702,5222.0,Nondepository Credit Intermediation,2007-06-10T00:00:00.000,2022-03-31T00:00:00.000
Active,Retail Sales,302503021,302502821,"FAR NIENTE WINE ESTATES; FN CELLARS, LLC; BELLA UNION",1315 BELLA OAKS LANE,CA,,0.0,0,,NAPA,95476-0000,312130.0,Wineries,2024-01-01T00:00:00.000,
Active,Retail Sales,305209126,305209026,"LAMBERT, CHADWICK K; SPLATTER ROOM IOWA",3800 MERLE HAY RD STE 930,IA,Polk,77.0,77,1.0,DES MOINES,50310-1305,713990.0,All Other Amusement and Recreation Industries,2025-01-01T00:00:00.000,
Active,Retail Sales,129015204,,"PHILLIPS-KING, CHARISSE; SEHKETS INTEGRATIVE BODY BAL",409 N 4TH ST STE 116,IA,Des Moines,29.0,29,1.0,BURLINGTON,52601-5255,8129.0,Other Personal Services,2018-06-20T00:00:00.000,
Inactive,Retail Sales,111009018,,"MEDINA, RAQUEL; GUTIERREZ,RAQUEL MEDINA",201 S MAIN ST,IA,Buena Vista,11.0,11,2.0,ALTA,51002-1345,4411.0,Automobile Dealers,2019-08-01T00:00:00.000,2019-08-01T00:00:00.000
Inactive,Retail Sales,306600512,306600512,DAABIG STORE LLC,4426 BUTTERFIELD RD,IA,Black Hawk,7.0,7,2.0,CEDAR FALLS,50613-9634,453998.0,All Other Miscellaneous Store Retailers (except Tobacco Stores),2022-10-28T00:00:00.000,2023-08-31T00:00:00.000
Inactive,Retail Sales,303809013,303808913,"GRAND VIEW LLC, GRAND VIEW",1527 57TH ST,IA,Benton,6.0,6,7.0,GARRISON,52229-9690,4841.0,General Freight Trucking,2022-02-01T00:00:00.000,2023-12-31T00:00:00.000
Active,Retail Sales,162009310,,"DENNIS, NICOLE; KIEFER,NICOLE",705 E HILTON ST,IA,Iowa,62.0,48,1.0,MARENGO,52301-1807,8121.0,Personal Care Services,2012-04-20T00:00:00.000,
Active,Retail Sales,S00275835,S00275835,"BEGREEN LLC, MYGREENOUTDOORS",PO BOX 3296,CT,,0.0,0,,MILFORD,06460-0949,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2022-06-09T00:00:00.000,
Inactive,Retail Sales,171007886,,"SUTHERLAND SIGNS AND DESIGNS; SCHUKNECHT, JARROD R",402 PINE ST,IA,O'Brien,71.0,71,6.0,SUTHERLAND,51058-7623,3363.0,Motor Vehicle Parts Manufacturing,2019-08-01T00:00:00.000,2022-03-19T00:00:00.000
Active,Retail Sales,306103626,306103626,"SALLS, VICKI S",2824 14TH AVE SE,IA,Linn,57.0,57,1.0,CEDAR RAPIDS,52403-3521,,,2025-03-16T00:00:00.000,
Active,Retail Sales,303007811,303007811,"SUITES AT THE HOYT; ATHERTON, KAREN",1305 N ADAMS ST,IA,Carroll,14.0,14,1.0,CARROLL,51401-1507,453220.0,"Gift, Novelty, and Souvenir Stores",2023-01-01T00:00:00.000,
Active,Retail Sales,306501414,306501414,"VAN ZANTE, HOWARD",705 MAIN ST,IA,Marion,63.0,63,2.0,PELLA,50219-1620,813910.0,Business Associations,2022-09-01T00:00:00.000,
Active,Retail Sales,805005,S00036238,"CURRENT EVENTS & DESIGNS, EVENT PLANNING & HOME DECOR GIFTS",4 ARDSLEY CT,NJ,,0.0,0,,RANDOLPH,07869-2956,541380.0,Testing Laboratories and Services,2011-05-11T00:00:00.000,
Active,Remote Sales,200184003,200184003,SPECIALITY HOME SHOPPING US,GRIFFIN HOUSE 40 LEVER ST,,,0.0,0,,MANCHESTER    UNITED,,,,2019-06-03T00:00:00.000,
Inactive,Remote Sales,200174728,200174728,"VILLA CALLA STAINED GLASS STUDIO; PETERSON, ROBERT",231 OLSEN ST N,MN,,0.0,0,,NELSON,56355-0000,,,2017-02-24T00:00:00.000,2021-12-31T00:00:00.000
Inactive,Retail Sales,685510569,,"STRUZYNSKI, JASON; STRUZYNSKI,JASON",341 LINDEN STEWART,IA,Story,85.0,85,1.0,AMES,50011-0000,,,2005-12-16T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,106009365,,"CROW, CINDY A; CHE LISSAS PET SALON",1647 77TH ST,IA,Benton,6.0,6,9.0,LUZERNE,52257-9600,8121.0,Personal Care Services,2018-07-01T00:00:00.000,
Active,Retail Sales,S00118668,S00118668,AUTARKIC HOLDINGS INC,461 DOUGHTY BLVD,NY,,0.0,0,,INWOOD,11096-1344,424950.0,"Paint, Varnish, and Supplies Merchant Wholesalers",2019-06-01T00:00:00.000,
Inactive,Remote Sales,200167509,200167509,"INTRINSIC ARTS; DEPATIS, KEGAN C",PO BOX 71,IL,,0.0,0,,DONOVAN,60931-0071,4539.0,Other Miscellaneous Store Retailers,2014-07-16T00:00:00.000,2014-07-16T00:00:00.000
Active,Retail Sales,185023143,,RACHEL RELOADED LLC,1003 LINCOLN WAY APT 311,IA,Story,85.0,85,1.0,AMES,50010-0000,4481.0,Clothing Stores,2020-01-01T00:00:00.000,
Active,Retail Sales,184010976,,"TRATTORIA BUON GUSTO LLC; LOZANO, JOSE",305 MAIN ST,IA,Sioux,84.0,84,9.0,IRETON,51027-7749,7225.0,Restaurants and Other Eating Places,2019-01-11T00:00:00.000,
Inactive,Retail Sales,182045945,,BETTENHAUSENS HOT DOG HAUS,2741 CHESTERFIELD DR,IA,Scott,82.0,82,2.0,BETTENDORF,52722-6251,722513.0,Limited-Service Restaurants,2018-08-16T00:00:00.000,2019-11-01T00:00:00.000
Active,Retail Sales,306208229,306208229,"HARRIS, MEGAN J",1018 BROOKVIEW DR,IA,Clinton,23.0,23,2.0,DEWITT,52742-9288,,,2025-04-01T00:00:00.000,
Inactive,Retail Sales,177130286,,"207 CROCKER LLC, FAIRFIELD INN",207 CROCKER ST,IA,Polk,77.0,77,1.0,DES MOINES,50309-1318,7211.0,Traveler Accommodation,2019-09-01T00:00:00.000,2022-05-11T00:00:00.000
Active,Retail Sales,154005761,,GARRELS AUTO SERVICE LLC,211 N MAIN ST,IA,Keokuk,54.0,54,5.0,HEDRICK,52563-9409,8111.0,Automotive Repair and Maintenance,2003-10-01T00:00:00.000,
Active,Consumer Use,997002775,997002775,SMITH TRUCKING INC,PO BOX 249,MN,,97.0,97,,WORTHINGTON,56187-0249,,,2018-01-01T00:00:00.000,
Active,Consumer Use,304801815,304801815,"CONSTANTINO ENTERPRISES INC, CONS",6516 IRVINGTON RD,NE,,0.0,0,,OMAHA,68122-1215,7223.0,Special Food Services,2022-05-02T00:00:00.000,
Inactive,Retail Sales,303208613,303208513,"HERNANDEZ RESTAURANT ENTERPRISES, MI RANCHITO MEXICAN GRILL & SEAFOOD",903 W NEVADA ST,IA,Marshall,64.0,64,1.0,MARSHALLTOWN,50158-2417,722511.0,Full-Service Restaurants,2022-02-01T00:00:00.000,
Active,Retail Sales,302007220,302007120,"BORDERLINE FORGE LLC; NESS, THERESA; CHESTER",516 RIVER ST,IA,Howard,45.0,45,5.0,CHESTER,52134-7701,811310.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Main,2024-02-01T00:00:00.000,
Active,Retail Sales,182044803,6316,"KWIK TRIP INC, KWIK TRIP, INC., KWIK STAR #123",2850 W LOCUST ST,IA,Scott,0.0,82,1.0,DAVENPORT,52804-3355,445131.0,Convenience Retailers,2016-06-28T00:00:00.000,
Inactive,Retail Sales,172003160,,"UPDIKE, SARAH; UPDIKE,SARAH",325 3RD ST,IA,Osceola,72.0,72,2.0,ASHTON,51232-7704,7225.0,Restaurants and Other Eating Places,2016-07-01T00:00:00.000,2018-07-01T00:00:00.000
Active,Retail Sales,302509021,302509021,"DREAM LAND 786 INC, STORM LAKE VAPE & SMOKE",915 11TH ST,IA,Floyd,34.0,34,1.0,CHARLES CITY,50616-3408,,,2024-05-01T00:00:00.000,
Inactive,Retail Sales,301504421,301504321,"THE MAIN LINE LLC; BLEDSOE, ALTHESIA S; HEADQUATERS",206 N 3RD ST STE 103,IA,Des Moines,29.0,29,1.0,BURLINGTON,52601-5332,722511.0,Full-Service Restaurants,2024-02-01T00:00:00.000,2024-02-01T00:00:00.000
Inactive,Retail Sales,S00213110,S00213110,TODOR & COMPANY LLC,19510 CLEMENT RD,MI,,0.0,0,,NORTHVILLE,48167-1746,4539.0,Other Miscellaneous Store Retailers,2021-03-24T00:00:00.000,2021-03-24T00:00:00.000
Inactive,Retail Sales,302409720,302409620,LATINO EVENTS ENTERTAINMENT LLC,2912 E DIEHL AVE,IA,Polk,91.0,77,1.0,DES MOINES,50320-2151,334310.0,Audio and Video Equipment Manufacturing,2024-04-01T00:00:00.000,2025-08-01T00:00:00.000
Inactive,Retail Sales,116006645,,"SHIVJI LLC, BP AMOCO",401 PARKSIDE DR,IA,Cedar,16.0,16,4.0,WEST BRANCH,52358-0000,4471.0,Gasoline Stations,2004-01-26T00:00:00.000,2019-09-30T00:00:00.000
Active,Retail Sales,304202823,304202723,"BENCHMARK INDUSTRIAL INC, BIS HEADQUARTERS",950 CLAYCRAFT RD,OH,,0.0,0,,GAHANNA,43230-6634,423990.0,Other Miscellaneous Durable Goods Merchant Wholesalers,2024-10-01T00:00:00.000,
Inactive,Retail Sales,177128186,,"GRAY, WENDY J; GRAY FAMILY VENTURES LLC",7795 NE 110TH AVE,IA,Polk,77.0,77,11.0,BONDURANT,50035-1113,5419.0,"Other Professional, Scientific, and Technical Services",2018-04-01T00:00:00.000,2022-07-31T00:00:00.000
Active,Retail Sales,152025066,,"CARRIE HOUCHINS-WITT TAX & FINANCIAL SER, CARRIE HOUCHINS-WITT TAX & FINANCIA",1303 5TH ST STE 207,IA,Johnson,52.0,52,2.0,CORALVILLE,52241-2939,541213.0,Tax Preparation Services,2015-01-01T00:00:00.000,
Inactive,Retail Sales,302208926,302208826,"WACKO'S BURGER JOINT; CARTER SOUTH, LLC; 3906 E MAIN ST KNOXVILLE, IA. 50138",3906 E MAIN ST,IA,Marion,0.0,63,1.0,KNOXVILLE,50138-8817,722511.0,Full-Service Restaurants,2024-05-01T00:00:00.000,2024-05-01T00:00:00.000
Active,Retail Sales,308209119,308209019,"UTV SOURCE LLC, UTV SOURCE, HEADQUARTERS",19069 VAN BUREN BLVD STE 114-149,CA,,0.0,0,,RIVERSIDE,92508-9169,,,2023-03-01T00:00:00.000,
Active,Retail Sales,307709814,307709814,"SIEREN LANDSCAPE CARE LLC, LANDSCAPING",414 S GILBERT ST,IA,Keokuk,54.0,54,1.0,KEOTA,52248-9327,561730.0,Landscaping Services,2022-07-01T00:00:00.000,
Inactive,Retail Sales,831196,S00222822,MILLENNIUM SURGICAL CORP,40 MONUMENT RD STE 205,PA,,0.0,0,,BALA CYNWYD,19004-0000,33911.0,Medical Equipment and Supplies Manufacturing,2021-06-01T00:00:00.000,2021-11-30T00:00:00.000
Active,Retail Sales,309506419,309506319,"COURTSIDE CARDS; CLAWSON, DANIEL S; COURTSIDE CARD CONSIGNMENT",712 NE 41ST CT,IA,Polk,77.0,77,5.0,ANKENY,50021-6791,425120.0,Wholesale Trade Agents and Brokers,2023-06-27T00:00:00.000,
Inactive,Consumer Use,982001516,982001516,LAUREN BENSON INC,2535 TECH DR STE 107,IA,Scott,82.0,82,2.0,BETTENDORF,52722-3278,423910.0,Sporting and Recreational Goods and Supplies Merchant Wholesalers,1972-10-01T00:00:00.000,2022-06-30T00:00:00.000
Inactive,Retail Sales,S00171496,S00171496,HOUSESENSATIONS,27281 HIGHWAY 431,AL,,0.0,0,,WEDOWEE,36278-3657,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2020-06-09T00:00:00.000,2020-12-31T00:00:00.000
